일련번호,시장/마트 번호,시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 코드,자치구 이름,점검일자
1722626,92,이마트 상봉점,254,"오징어(생물,국산)",1마리(25cm),3480,21-Dec,국내산 2마리 6960,2,대형마트,260000,중랑구,2021-12-30
1722627,92,이마트 상봉점,13,고등어,1마리(30cm),2480,21-Dec,노르웨이 ,2,대형마트,260000,중랑구,2021-12-30
1722645,91,동원시장,305,"사과(부사, 300g)",1개(300g),1666,21-Dec,6개 10000,1,전통시장,260000,중랑구,2021-12-30
1722646,91,동원시장,306,"배(신고, 600g)",1개(600g),4125,21-Dec,3개 8500,1,전통시장,260000,중랑구,2021-12-30
1722647,91,동원시장,307,배추(2.5~3kg),1포기(2.5kg),3500,21-Dec,3개 10000,1,전통시장,260000,중랑구,2021-12-30
1722648,91,동원시장,25,무,1개(1kg),2000,21-Dec,제주,1,전통시장,260000,중랑구,2021-12-30
1722649,91,동원시장,309,양파(1.5kg망),1망(1.5kg),3250,21-Dec,3kg 6500,1,전통시장,260000,중랑구,2021-12-30
1722650,91,동원시장,23,상추,100g,980,21-Dec,적상추,1,전통시장,260000,중랑구,2021-12-30
1722651,91,동원시장,311,오이(다다기),1개(150g),1166,21-Dec,3개 3500,1,전통시장,260000,중랑구,2021-12-30
1722652,91,동원시장,277,호박,1개(200g),1500,21-Dec,애호박,1,전통시장,260000,중랑구,2021-12-30
1722653,91,동원시장,278,쇠고기,600g(불고기),33000,21-Dec,한우불고기,1,전통시장,260000,중랑구,2021-12-30
1722654,91,동원시장,285,돼지고기,600g(생삼겹살),18400,21-Dec,생삼겹살,1,전통시장,260000,중랑구,2021-12-30
1722655,91,동원시장,18,닭고기,1마리1kg,5900,21-Dec,토종닭,1,전통시장,260000,중랑구,2021-12-30
1722656,91,동원시장,171,달걀(10개),10개,4900,21-Dec,신선란,1,전통시장,260000,중랑구,2021-12-30
1722657,91,동원시장,320,달걀(30개),30개,9800,21-Dec,신선란,1,전통시장,260000,중랑구,2021-12-30
1722658,91,동원시장,260,"조기(냉동,수입산)",1마리(20cm),2500,21-Dec,4마리 10000,1,전통시장,260000,중랑구,2021-12-30
1722659,91,동원시장,264,"명태(냉동,수입산)",1마리(45cm),2500,21-Dec,러시아(대),1,전통시장,260000,중랑구,2021-12-30
1722660,91,동원시장,255,"오징어(생물,수입산)",1마리(25cm),4750,21-Dec,2마리 9500,1,전통시장,260000,중랑구,2021-12-30
1722661,91,동원시장,267,"고등어(생물,수입산)",1마리(30cm),2500,21-Dec,노르웨이,1,전통시장,260000,중랑구,2021-12-30
1722679,16,현대백화점 미아점,305,"사과(부사, 300g)",1개 (300g),3500,21-Dec,"국내 (1팩 4개  14,000원 )",2,대형마트,290000,성북구,2021-12-30
1722680,16,현대백화점 미아점,276,배(신고),1개 (600g),10000,21-Dec,국내 신고,2,대형마트,290000,성북구,2021-12-30
1722681,16,현대백화점 미아점,26,배추,1포기 ,4200,21-Dec,국내,2,대형마트,290000,성북구,2021-12-30
1722682,16,현대백화점 미아점,25,무,1개 ,3400,21-Dec,국내,2,대형마트,290000,성북구,2021-12-30
1722683,16,현대백화점 미아점,309,양파(1.5kg망),1망(1.5kg),2916,21-Dec,"국내 (1망 1,8kg 3,500원 )",2,대형마트,290000,성북구,2021-12-30
1722684,16,현대백화점 미아점,23,상추,100g ,4000,21-Dec,국내 (소),2,대형마트,290000,성북구,2021-12-30
1722685,16,현대백화점 미아점,311,오이(다다기),1개 ,1700,21-Dec,"국내 다다기  (5개  봉  8,500원 )",2,대형마트,290000,성북구,2021-12-30
1722686,16,현대백화점 미아점,119,호박(인큐베이터),1개 ,2500,21-Dec,국내,2,대형마트,290000,성북구,2021-12-30
1722687,16,현대백화점 미아점,278,쇠고기,600g ,49800,21-Dec,"한우암소1등급 앞다리 불고기(100g  8,300원 )",2,대형마트,290000,성북구,2021-12-30
1722688,16,현대백화점 미아점,285,돼지고기,600g ,35700,21-Dec,"국내 선진포크  (100g  5,950원 )",2,대형마트,290000,성북구,2021-12-30
1722689,16,현대백화점 미아점,283,닭고기(육계),1kg ,9397,21-Dec,"자연실록9호 ( 830g  7,800원) ",2,대형마트,290000,성북구,2021-12-30
1722690,16,현대백화점 미아점,171,달걀(10개),10개 ,6980,21-Dec,국내 동물복지목초란,2,대형마트,290000,성북구,2021-12-30
1722691,16,현대백화점 미아점,320,달걀(30개),30개 ,10350,21-Dec,"국내 하람드림 특란  (20개 박스 6,900원) ",2,대형마트,290000,성북구,2021-12-30
1722692,16,현대백화점 미아점,303,조기,1마리 ,9000,21-Dec,국내 생,2,대형마트,290000,성북구,2021-12-30
1722693,16,현대백화점 미아점,302,명태,1마리 ,0,21-Dec,미입고 ,2,대형마트,290000,성북구,2021-12-30
1722694,16,현대백화점 미아점,254,"오징어(생물,국산)",1마리 ,7500,21-Dec,"국내 생 (2마리 팩 15,000？m)",2,대형마트,290000,성북구,2021-12-30
1722695,16,현대백화점 미아점,266,"고등어(생물,국산)",1마리 ,9000,21-Dec,국내 생,2,대형마트,290000,성북구,2021-12-30
1722764,68,롯데백화점 미아점,305,"사과(부사, 300g)",300g,2500,21-Dec,국내산 부사,2,대형마트,305000,강북구,2021-12-30
1722765,68,롯데백화점 미아점,306,"배(신고, 600g)",600g,6600,21-Dec,국내산 신고,2,대형마트,305000,강북구,2021-12-30
1722766,68,롯데백화점 미아점,26,배추,1포기,4980,21-Dec,국내산 쌈배추,2,대형마트,305000,강북구,2021-12-30
1722767,68,롯데백화점 미아점,133,무(세척무),1개,2500,21-Dec,국내산 세척무,2,대형마트,305000,강북구,2021-12-30
1722768,68,롯데백화점 미아점,309,양파(1.5kg망),1망,5980,21-Dec,국내산 무안,2,대형마트,305000,강북구,2021-12-30
1722769,68,롯데백화점 미아점,310,상추(100g),100g,1980,21-Dec,국내산 적상추,2,대형마트,305000,강북구,2021-12-30
1722770,68,롯데백화점 미아점,311,오이(다다기),1개,1750,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722771,68,롯데백화점 미아점,119,호박(인큐베이터),1개,2980,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722772,68,롯데백화점 미아점,278,쇠고기,600g,48000,21-Dec,국내산 1+등급,2,대형마트,305000,강북구,2021-12-30
1722773,68,롯데백화점 미아점,285,돼지고기,600g,25080,21-Dec,국내산 제주돼지,2,대형마트,305000,강북구,2021-12-30
1722774,68,롯데백화점 미아점,275,닭고기(중간),1마리,8800,21-Dec,국내산 하림,2,대형마트,305000,강북구,2021-12-30
1722775,68,롯데백화점 미아점,171,달걀(10개),10개,4680,21-Dec,국내산 동물복지 특란,2,대형마트,305000,강북구,2021-12-30
1722776,68,롯데백화점 미아점,320,달걀(30개),30개,11800,21-Dec,국내산 신선란,2,대형마트,305000,강북구,2021-12-30
1722777,68,롯데백화점 미아점,303,조기,1마리,12000,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722778,68,롯데백화점 미아점,302,명태,1마리,4250,21-Dec,수입산(러시아),2,대형마트,305000,강북구,2021-12-30
1722779,68,롯데백화점 미아점,254,"오징어(생물,국산)",1마리,7800,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722780,68,롯데백화점 미아점,266,"고등어(생물,국산)",1마리,8500,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722797,206,하나로클럽 미아점,305,"사과(부사, 300g)",300g,2990,21-Dec,"국내산 뜨,라네부사",2,대형마트,305000,강북구,2021-12-30
1722798,206,하나로클럽 미아점,306,"배(신고, 600g)",600g,3600,21-Dec,국내산 뜨라네신고,2,대형마트,305000,강북구,2021-12-30
1722799,206,하나로클럽 미아점,307,배추(2.5~3kg),1포기,3700,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722800,206,하나로클럽 미아점,308,무(1kg),1개,1240,21-Dec,국내산 세척무,2,대형마트,305000,강북구,2021-12-30
1722801,206,하나로클럽 미아점,309,양파(1.5kg망),1망,3380,21-Dec,국내산 무안,2,대형마트,305000,강북구,2021-12-30
1722802,206,하나로클럽 미아점,310,상추(100g),100g,1270,21-Dec,국내산 적상추,2,대형마트,305000,강북구,2021-12-30
1722803,206,하나로클럽 미아점,311,오이(다다기),1개,1390,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722804,206,하나로클럽 미아점,312,애호박,1개,1600,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722805,206,하나로클럽 미아점,278,쇠고기,600g,23880,21-Dec,국내산 농협안심한우1+등급,2,대형마트,305000,강북구,2021-12-30
1722806,206,하나로클럽 미아점,285,돼지고기,600g,15540,21-Dec,국내산 프로포크,2,대형마트,305000,강북구,2021-12-30
1722807,206,하나로클럽 미아점,275,닭고기(중간),1마리,4980,21-Dec,국내산 목우촌 900g,2,대형마트,305000,강북구,2021-12-30
1722808,206,하나로클럽 미아점,171,달걀(10개),10개,3680,21-Dec,국내산 농협안심특란,2,대형마트,305000,강북구,2021-12-30
1722809,206,하나로클럽 미아점,320,달걀(30개),30개,7500,21-Dec,국내산 농협안심특란,2,대형마트,305000,강북구,2021-12-30
1722810,206,하나로클럽 미아점,260,"조기(냉동,수입산)",1마리,3900,21-Dec,수입산(중국),2,대형마트,305000,강북구,2021-12-30
1722811,206,하나로클럽 미아점,264,"명태(냉동,수입산)",1마리,3980,21-Dec,수입산(러시아),2,대형마트,305000,강북구,2021-12-30
1722812,206,하나로클럽 미아점,256,"오징어(냉동,국산)",1마리,7900,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722813,206,하나로클럽 미아점,266,"고등어(생물,국산)",1마리,3900,21-Dec,국내산,2,대형마트,305000,강북구,2021-12-30
1722846,221,숭인시장,305,"사과(부사, 300g)",300g,2500,21-Dec,국내산 부사 4개 10000원,1,전통시장,305000,강북구,2021-12-30
1722847,221,숭인시장,306,"배(신고, 600g)",600g,3330,21-Dec,국내산 신고 3개 10000원,1,전통시장,305000,강북구,2021-12-30
1722848,221,숭인시장,307,배추(2.5~3kg),1포기,4000,21-Dec,국내산 ,1,전통시장,305000,강북구,2021-12-30
1722849,221,숭인시장,308,무(1kg),1개,2000,21-Dec,국내산 세척무,1,전통시장,305000,강북구,2021-12-30
1722850,221,숭인시장,309,양파(1.5kg망),1망,3500,21-Dec,국내산 무안,1,전통시장,305000,강북구,2021-12-30
1722851,221,숭인시장,310,상추(100g),100g,1000,21-Dec,국내산 적상추 400g 4000원,1,전통시장,305000,강북구,2021-12-30
1722852,221,숭인시장,311,오이(다다기),1개,830,21-Dec,국내산 3개 2500원,1,전통시장,305000,강북구,2021-12-30
1722853,221,숭인시장,119,호박(인큐베이터),1개,2000,21-Dec,국내산,1,전통시장,305000,강북구,2021-12-30
1722854,221,숭인시장,278,쇠고기,600g,25000,21-Dec,국내산 육우,1,전통시장,305000,강북구,2021-12-30
1722855,221,숭인시장,285,돼지고기,600g,15800,21-Dec,국내산 한돈,1,전통시장,305000,강북구,2021-12-30
1722856,221,숭인시장,275,닭고기(중간),1마리,6000,21-Dec,국내산 생닭,1,전통시장,305000,강북구,2021-12-30
1722857,221,숭인시장,171,달걀(10개),10개,3000,21-Dec,국내산 특란,1,전통시장,305000,강북구,2021-12-30
1722858,221,숭인시장,320,달걀(30개),30개,7000,21-Dec,국내산 특란,1,전통시장,305000,강북구,2021-12-30
1722859,221,숭인시장,260,"조기(냉동,수입산)",1마리,3330,21-Dec,수입산(중국) 3마리 10000원,1,전통시장,305000,강북구,2021-12-30
1722860,221,숭인시장,264,"명태(냉동,수입산)",1마리,4000,21-Dec,수입산(러시아),1,전통시장,305000,강북구,2021-12-30
1722861,221,숭인시장,254,"오징어(생물,국산)",1마리,4000,21-Dec,국내산 생물,1,전통시장,305000,강북구,2021-12-30
1722862,221,숭인시장,266,"고등어(생물,국산)",1마리,2500,21-Dec,국내산,1,전통시장,305000,강북구,2021-12-30
1722879,25,방학동도깨비시장,305,"사과(부사, 300g)",300g,2500,21-Dec,국내산 부사 4개 10000원,1,전통시장,320000,도봉구,2021-12-30
1722880,25,방학동도깨비시장,306,"배(신고, 600g)",600g,3330,21-Dec,국내산 신고 3개 10000원,1,전통시장,320000,도봉구,2021-12-30
1722881,25,방학동도깨비시장,307,배추(2.5~3kg),1포기,4330,21-Dec,국내산 1망 13000원,1,전통시장,320000,도봉구,2021-12-30
1722882,25,방학동도깨비시장,308,무(1kg),1개,1500,21-Dec,국내산 세척무,1,전통시장,320000,도봉구,2021-12-30
1722883,25,방학동도깨비시장,309,양파(1.5kg망),1망,3000,21-Dec,국내산 무안,1,전통시장,320000,도봉구,2021-12-30
1722884,25,방학동도깨비시장,310,상추(100g),100g,1000,21-Dec,국내산 적상추 400g 3500원,1,전통시장,320000,도봉구,2021-12-30
1722885,25,방학동도깨비시장,311,오이(다다기),1개,750,21-Dec,국내산 ,1,전통시장,320000,도봉구,2021-12-30
1722886,25,방학동도깨비시장,119,호박(인큐베이터),1개,2000,21-Dec,국내산,1,전통시장,320000,도봉구,2021-12-30
1722887,25,방학동도깨비시장,278,쇠고기,600g,28900,21-Dec,국내산 한우 1등급,1,전통시장,320000,도봉구,2021-12-30
1722888,25,방학동도깨비시장,285,돼지고기,600g,13800,21-Dec,국내산 한돈,1,전통시장,320000,도봉구,2021-12-30
1722889,25,방학동도깨비시장,18,닭고기,1마리,5500,21-Dec,국내산 생닭,1,전통시장,320000,도봉구,2021-12-30
1722890,25,방학동도깨비시장,171,달걀(10개),10개,3000,21-Dec,국내산 특란,1,전통시장,320000,도봉구,2021-12-30
1722891,25,방학동도깨비시장,320,달걀(30개),30개,7500,21-Dec,국내산 특란,1,전통시장,320000,도봉구,2021-12-30
1722892,25,방학동도깨비시장,260,"조기(냉동,수입산)",1마리,1430,21-Dec,수입산(중국)7마리 10000원,1,전통시장,320000,도봉구,2021-12-30
1722893,25,방학동도깨비시장,264,"명태(냉동,수입산)",1마리,4000,21-Dec,수입산(러시아),1,전통시장,320000,도봉구,2021-12-30
1722894,25,방학동도깨비시장,254,"오징어(생물,국산)",1마리,5000,21-Dec,국내산 2마리 10000원,1,전통시장,320000,도봉구,2021-12-30
1722895,25,방학동도깨비시장,266,"고등어(생물,국산)",1마리,3000,21-Dec,국내산,1,전통시장,320000,도봉구,2021-12-30
1722912,27,이마트 창동점,305,"사과(부사, 300g)",300g,3000,21-Dec,국내산 부사 1봉4개 11980원,2,대형마트,320000,도봉구,2021-12-30
1722913,27,이마트 창동점,306,"배(신고, 600g)",600g,4270,21-Dec,국내산 신고 1봉3개 12800원,2,대형마트,320000,도봉구,2021-12-30
1722914,27,이마트 창동점,307,배추(2.5~3kg),1포기,4980,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1722915,27,이마트 창동점,308,무(1kg),1개,1480,21-Dec,국내산 세척무,2,대형마트,320000,도봉구,2021-12-30
1722916,27,이마트 창동점,309,양파(1.5kg망),1망,3320,21-Dec,국내산 무안,2,대형마트,320000,도봉구,2021-12-30
1722917,27,이마트 창동점,310,상추(100g),100g,940,21-Dec,국내산 200g 1880원,2,대형마트,320000,도봉구,2021-12-30
1722918,27,이마트 창동점,311,오이(다다기),1개,1260,21-Dec,국내산 1봉3게 3780원,2,대형마트,320000,도봉구,2021-12-30
1722919,27,이마트 창동점,119,호박(인큐베이터),1개,2180,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1722920,27,이마트 창동점,278,쇠고기,600g,29250,21-Dec,국내산 농협안심한우 1등급,2,대형마트,320000,도봉구,2021-12-30
1722921,27,이마트 창동점,285,돼지고기,600g,19680,21-Dec,국내산 한돈 더느림,2,대형마트,320000,도봉구,2021-12-30
1722922,27,이마트 창동점,18,닭고기,1마리,6980,21-Dec,국내산 하림,2,대형마트,320000,도봉구,2021-12-30
1722923,27,이마트 창동점,171,달걀(10개),10개,3980,21-Dec,국내산 1+등급 특란,2,대형마트,320000,도봉구,2021-12-30
1722924,27,이마트 창동점,320,달걀(30개),30개,6480,21-Dec,국내산 신선특란,2,대형마트,320000,도봉구,2021-12-30
1722925,27,이마트 창동점,261,"조기(생물,수입산)",1마리,5980,21-Dec,수입산(중국),2,대형마트,320000,도봉구,2021-12-30
1722926,27,이마트 창동점,264,"명태(냉동,수입산)",1마리,4980,21-Dec,수입산(러시아),2,대형마트,320000,도봉구,2021-12-30
1722927,27,이마트 창동점,254,"오징어(생물,국산)",1마리,6280,21-Dec,국내산 생물(대),2,대형마트,320000,도봉구,2021-12-30
1722928,27,이마트 창동점,266,"고등어(생물,국산)",1마리,2490,21-Dec,국내산 생물,2,대형마트,320000,도봉구,2021-12-30
1722945,26,신창시장,305,"사과(부사, 300g)",300g,3330,21-Dec,국내산 부사 3개 10000원,1,전통시장,320000,도봉구,2021-12-30
1722946,26,신창시장,306,"배(신고, 600g)",600g,3330,21-Dec,국내산 신고 3개 10000원,1,전통시장,320000,도봉구,2021-12-30
1722947,26,신창시장,307,배추(2.5~3kg),1포기,4000,21-Dec,국내산,1,전통시장,320000,도봉구,2021-12-30
1722948,26,신창시장,308,무(1kg),1개,1500,21-Dec,국내산 세척무,1,전통시장,320000,도봉구,2021-12-30
1722949,26,신창시장,309,양파(1.5kg망),1망,3000,21-Dec,국내산 무안,1,전통시장,320000,도봉구,2021-12-30
1722950,26,신창시장,310,상추(100g),100g,750,21-Dec,국내산 적상추 400g 3000원,1,전통시장,320000,도봉구,2021-12-30
1722951,26,신창시장,311,오이(다다기),1개,830,21-Dec,국내산 3개 2500원,1,전통시장,320000,도봉구,2021-12-30
1722952,26,신창시장,119,호박(인큐베이터),1개,2000,21-Dec,국내산 ,1,전통시장,320000,도봉구,2021-12-30
1722953,26,신창시장,278,쇠고기,600g,27000,21-Dec,국내산 육우1+등급,1,전통시장,320000,도봉구,2021-12-30
1722954,26,신창시장,285,돼지고기,600g,15800,21-Dec,국내산 한돈,1,전통시장,320000,도봉구,2021-12-30
1722955,26,신창시장,18,닭고기,1마리,6000,21-Dec,국내산 생닭,1,전통시장,320000,도봉구,2021-12-30
1722956,26,신창시장,171,달걀(10개),10개,3000,21-Dec,국내산 특란,1,전통시장,320000,도봉구,2021-12-30
1722957,26,신창시장,320,달걀(30개),30개,7000,21-Dec,국내산 특란,1,전통시장,320000,도봉구,2021-12-30
1722958,26,신창시장,260,"조기(냉동,수입산)",1마리,2500,21-Dec,수입산(중국) 4마리 10000원,1,전통시장,320000,도봉구,2021-12-30
1722959,26,신창시장,264,"명태(냉동,수입산)",1마리,3000,21-Dec,수입산(러시아),1,전통시장,320000,도봉구,2021-12-30
1722960,26,신창시장,254,"오징어(생물,국산)",1마리,5000,21-Dec,국내산 생물,1,전통시장,320000,도봉구,2021-12-30
1722961,26,신창시장,266,"고등어(생물,국산)",1마리,2500,21-Dec,국내산,1,전통시장,320000,도봉구,2021-12-30
1722978,28,홈플러스 방학점,305,"사과(부사, 300g)",300g,2900,21-Dec,국내산 부사 1봉 5개 14500원,2,대형마트,320000,도봉구,2021-12-30
1722979,28,홈플러스 방학점,306,"배(신고, 600g)",600g,4500,21-Dec,국내산 신고 1봉4개 17990원,2,대형마트,320000,도봉구,2021-12-30
1722980,28,홈플러스 방학점,307,배추(2.5~3kg),1포기,4290,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1722981,28,홈플러스 방학점,308,무(1kg),1개,1890,21-Dec,국내산 세척무,2,대형마트,320000,도봉구,2021-12-30
1722982,28,홈플러스 방학점,309,양파(1.5kg망),1망,3190,21-Dec,국내산 무안,2,대형마트,320000,도봉구,2021-12-30
1722983,28,홈플러스 방학점,310,상추(100g),100g,1150,21-Dec,국내산 적상추 200g 2290원,2,대형마트,320000,도봉구,2021-12-30
1722984,28,홈플러스 방학점,311,오이(다다기),1개,1390,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1722985,28,홈플러스 방학점,119,호박(인큐베이터),1개,2390,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1722986,28,홈플러스 방학점,278,쇠고기,600g,30240,21-Dec,국내산 농협안심한우1+등급,2,대형마트,320000,도봉구,2021-12-30
1722987,28,홈플러스 방학점,285,돼지고기,600g,14940,21-Dec,국내산 일품포크,2,대형마트,320000,도봉구,2021-12-30
1722988,28,홈플러스 방학점,275,닭고기(중간),1마리,6990,21-Dec,국내산 황금닭,2,대형마트,320000,도봉구,2021-12-30
1722989,28,홈플러스 방학점,171,달걀(10개),10개,4300,21-Dec,국내산 신선특란,2,대형마트,320000,도봉구,2021-12-30
1722990,28,홈플러스 방학점,320,달걀(30개),30개,6490,21-Dec,국내산 특란,2,대형마트,320000,도봉구,2021-12-30
1722991,28,홈플러스 방학점,260,"조기(냉동,수입산)",1마리,3990,21-Dec,수입산(중국),2,대형마트,320000,도봉구,2021-12-30
1722992,28,홈플러스 방학점,264,"명태(냉동,수입산)",1마리,3490,21-Dec,수입산(러시아),2,대형마트,320000,도봉구,2021-12-30
1722993,28,홈플러스 방학점,254,"오징어(생물,국산)",1마리,6590,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1722994,28,홈플러스 방학점,266,"고등어(생물,국산)",1마리,3990,21-Dec,국내산,2,대형마트,320000,도봉구,2021-12-30
1723011,210,상계중앙시장,305,"사과(부사, 300g)",1개,2000,21-Dec,부사,1,전통시장,350000,노원구,2021-12-30
1723012,210,상계중앙시장,306,"배(신고, 600g)",1개,3500,21-Dec,신고배국산,1,전통시장,350000,노원구,2021-12-30
1723013,210,상계중앙시장,307,배추(2.5~3kg),1포기,4500,21-Dec,해남배추,1,전통시장,350000,노원구,2021-12-30
1723014,210,상계중앙시장,308,무(1kg),1개,2000,21-Dec,세척무,1,전통시장,350000,노원구,2021-12-30
1723015,210,상계중앙시장,309,양파(1.5kg망),1망,2500,21-Dec,국내산,1,전통시장,350000,노원구,2021-12-30
1723016,210,상계중앙시장,310,상추(100g),100g,900,21-Dec,적상추,1,전통시장,350000,노원구,2021-12-30
1723017,210,상계중앙시장,311,오이(다다기),1개,1200,21-Dec,백오이국내,1,전통시장,350000,노원구,2021-12-30
1723018,210,상계중앙시장,312,애호박,1개,2000,21-Dec,국내산,1,전통시장,350000,노원구,2021-12-30
1723019,210,상계중앙시장,278,쇠고기,600g,28000,21-Dec,음성국내산,1,전통시장,350000,노원구,2021-12-30
1723020,210,상계중앙시장,285,돼지고기,600g,15800,21-Dec,음성국내산,1,전통시장,350000,노원구,2021-12-30
1723021,210,상계중앙시장,283,닭고기(육계),1마리,7500,21-Dec,생닭국내산,1,전통시장,350000,노원구,2021-12-30
1723022,210,상계중앙시장,171,달걀(10개),10개,4000,21-Dec,국내산,1,전통시장,350000,노원구,2021-12-30
1723023,210,상계중앙시장,320,달걀(30개),30개,8500,21-Dec,국내산,1,전통시장,350000,노원구,2021-12-30
1723024,210,상계중앙시장,260,"조기(냉동,수입산)",1마리30cm,7000,21-Dec,부세중국산,1,전통시장,350000,노원구,2021-12-30
1723025,210,상계중앙시장,152,"명태(러시아,냉동)",1마리40cm,4000,21-Dec,러시아수입,1,전통시장,350000,노원구,2021-12-30
1723026,210,상계중앙시장,254,"오징어(생물,국산)",1마리25cm,5000,21-Dec,동해안,1,전통시장,350000,노원구,2021-12-30
1723027,210,상계중앙시장,266,"고등어(생물,국산)",1마리30cm,5000,21-Dec,부산,1,전통시장,350000,노원구,2021-12-30
1723044,98,롯데백화점 노원점,305,"사과(부사, 300g)",1개,2500,21-Dec,부사,2,대형마트,350000,노원구,2021-12-30
1723045,98,롯데백화점 노원점,306,"배(신고, 600g)",1개,5000,21-Dec,신고국내산,2,대형마트,350000,노원구,2021-12-30
1723046,98,롯데백화점 노원점,307,배추(2.5~3kg),1포기,4500,21-Dec,솎은배추,2,대형마트,350000,노원구,2021-12-30
1723047,98,롯데백화점 노원점,308,무(1kg),1개,2980,21-Dec,세척무,2,대형마트,350000,노원구,2021-12-30
1723048,98,롯데백화점 노원점,309,양파(1.5kg망),1망,5980,21-Dec,국내산 무안,2,대형마트,350000,노원구,2021-12-30
1723049,98,롯데백화점 노원점,310,상추(100g),150g,2980,21-Dec,적상추,2,대형마트,350000,노원구,2021-12-30
1723050,98,롯데백화점 노원점,311,오이(다다기),1개,1600,21-Dec,백오이국내,2,대형마트,350000,노원구,2021-12-30
1723051,98,롯데백화점 노원점,312,애호박,1개,2980,21-Dec,국내산,2,대형마트,350000,노원구,2021-12-30
1723052,98,롯데백화점 노원점,278,쇠고기,600g,43200,21-Dec,#NAME?,2,대형마트,350000,노원구,2021-12-30
1723053,98,롯데백화점 노원점,285,돼지고기,600g,29880,21-Dec,선진포크,2,대형마트,350000,노원구,2021-12-30
1723054,98,롯데백화점 노원점,138,닭고기(토종닭),1마리,14900,21-Dec,하림,2,대형마트,350000,노원구,2021-12-30
1723055,98,롯데백화점 노원점,171,달걀(10개),10개,7500,21-Dec,포프리,2,대형마트,350000,노원구,2021-12-30
1723056,98,롯데백화점 노원점,320,달걀(30개),30개,11800,21-Dec,풀무원자연란,2,대형마트,350000,노원구,2021-12-30
1723057,98,롯데백화점 노원점,258,"조기(생물,국산)",1마리25cm,8500,21-Dec,백조기국산,2,대형마트,350000,노원구,2021-12-30
1723058,98,롯데백화점 노원점,302,명태,1마리35cm,4850,21-Dec,러시아수입,2,대형마트,350000,노원구,2021-12-30
1723059,98,롯데백화점 노원점,254,"오징어(생물,국산)",1마리25cm,8000,21-Dec,동해안,2,대형마트,350000,노원구,2021-12-30
1723060,98,롯데백화점 노원점,266,"고등어(생물,국산)",1마리30cm,7000,21-Dec,부산,2,대형마트,350000,노원구,2021-12-30
1723077,100,홈플러스 중계점,305,"사과(부사, 300g)",1개,2198,21-Dec,부사,2,대형마트,350000,노원구,2021-12-30
1723078,100,홈플러스 중계점,306,"배(신고, 600g)",1개,3990,21-Dec,신고배국산,2,대형마트,350000,노원구,2021-12-30
1723079,100,홈플러스 중계점,307,배추(2.5~3kg),1포기,4290,21-Dec,해남배추,2,대형마트,350000,노원구,2021-12-30
1723080,100,홈플러스 중계점,308,무(1kg),1개,1890,21-Dec,세척무,2,대형마트,350000,노원구,2021-12-30
1723081,100,홈플러스 중계점,309,양파(1.5kg망),1망,3490,21-Dec,국내산 무안,2,대형마트,350000,노원구,2021-12-30
1723082,100,홈플러스 중계점,23,상추,190g,2290,21-Dec,적상추,2,대형마트,350000,노원구,2021-12-30
1723083,100,홈플러스 중계점,311,오이(다다기),1개,1390,21-Dec,백오이국내,2,대형마트,350000,노원구,2021-12-30
1723084,100,홈플러스 중계점,312,애호박,1개,2390,21-Dec,애호박드림국내,2,대형마트,350000,노원구,2021-12-30
1723085,100,홈플러스 중계점,278,쇠고기,600g,37800,21-Dec,농협안심국내,2,대형마트,350000,노원구,2021-12-30
1723086,100,홈플러스 중계점,285,돼지고기,600g,25140,21-Dec,한돈,2,대형마트,350000,노원구,2021-12-30
1723087,100,홈플러스 중계점,18,닭고기,1kg1마리,6990,21-Dec,무항생제생닭,2,대형마트,350000,노원구,2021-12-30
1723088,100,홈플러스 중계점,171,달걀(10개),10개,4300,21-Dec,신선특란,2,대형마트,350000,노원구,2021-12-30
1723089,100,홈플러스 중계점,320,달걀(30개),30개,6490,21-Dec,신선특란,2,대형마트,350000,노원구,2021-12-30
1723090,100,홈플러스 중계점,260,"조기(냉동,수입산)",1마리25cm,3690,21-Dec,부세중국산,2,대형마트,350000,노원구,2021-12-30
1723091,100,홈플러스 중계점,302,명태,1마리35cm,3490,21-Dec,러시아수입산,2,대형마트,350000,노원구,2021-12-30
1723092,100,홈플러스 중계점,256,"오징어(냉동,국산)",1마리25cm,4990,21-Dec,동해안,2,대형마트,350000,노원구,2021-12-30
